DELIVERY_ID,VEHICLE_ID,ROUTE_ID,HUB_ID,DELIVERY_DATE,DEPARTURE_TIME,ARRIVAL_TIME,PACKAGE_COUNT,TOTAL_WEIGHT_KG,TOTAL_VOLUME_M3,DELIVERY_SUCCESS_COUNT,DELIVERY_FAIL_COUNT,FAIL_REASON,DRIVER_NAME,STATUS
DLV0002005,VHC023,RTE014,HUB006,2023-03-27,11:13,13:21,38,475.9,2.49,36,2,반송요청,정도영,PARTIAL
DLV0002006,VHC013,RTE001,HUB001,2023-03-27,21:28,03:15,52,731.8,3.1,50,2,반송요청,송경훈,PARTIAL
DLV0002007,VHC008,RTE004,HUB001,2023-03-27,23:59,01:54,640,11000.0,46.26,608,32,수취인부재,문준호,PARTIAL
DLV0002008,VHC024,RTE003,HUB001,2023-03-27,22:17,02:44,40,500.0,2.5,38,2,반송요청,조현우,PARTIAL
DLV0002009,VHC025,RTE007,HUB005,2023-03-27,09:26,11:00,32,487.5,2.39,31,1,배송불가지역,최성훈,PARTIAL
DLV0002010,VHC015,RTE007,HUB005,2023-03-27,09:51,11:02,75,1000.0,3.99,70,5,배송불가지역,양상현,PARTIAL
DLV0002011,VHC012,RTE004,HUB001,2023-03-27,23:39,01:30,67,989.0,4.5,63,4,반송요청,성동일,PARTIAL
DLV0002012,VHC024,RTE006,HUB003,2023-03-27,08:04,09:25,26,346.4,1.67,25,1,배송불가지역,조현우,PARTIAL
DLV0002013,VHC010,RTE012,HUB007,2023-03-27,12:36,13:48,714,10017.4,42.11,664,50,배송불가지역,백승재,PARTIAL
DLV0002014,VHC013,RTE010,HUB001,2023-03-27,09:35,10:14,75,1000.0,4.03,70,5,주소불명,송경훈,PARTIAL
DLV0002015,VHC016,RTE006,HUB003,2023-03-27,06:38,08:17,232,3388.1,15.11,225,7,수취인부재,오영택,PARTIAL
DLV0002016,VHC012,RTE011,HUB001,2023-03-27,07:20,08:34,66,1000.0,3.98,63,3,배송불가지역,성동일,PARTIAL
DLV0002017,VHC002,RTE008,HUB004,2023-03-27,09:47,11:10,332,4142.9,20.39,322,10,반송요청,권태양,PARTIAL
DLV0002018,VHC018,RTE017,HUB006,2023-03-27,22:48,00:05,239,3182.8,12.32,224,15,수취인부재,유재석,PARTIAL
DLV0002019,VHC013,RTE014,HUB006,2023-03-27,10:25,12:38,59,865.9,3.68,56,3,반송요청,송경훈,PARTIAL
DLV0002020,VHC003,RTE012,HUB007,2023-03-27,09:09,11:10,359,5000.0,21.69,342,17,수취인부재,김도현,PARTIAL
DLV0002021,VHC006,RTE004,HUB001,2023-03-27,21:18,23:19,575,8694.3,37.69,538,37,반송요청,노재현,PARTIAL
DLV0002022,VHC015,RTE002,HUB001,2023-03-27,23:32,02:45,62,760.5,3.39,59,3,반송요청,양상현,PARTIAL
DLV0002023,VHC017,RTE015,HUB008,2023-03-27,13:59,16:20,288,3504.1,14.68,270,18,수취인부재,우성진,PARTIAL
DLV0002024,VHC015,RTE014,HUB006,2023-03-27,13:01,14:55,78,1000.0,4.34,75,3,수취인부재,양상현,PARTIAL
DLV0002025,VHC022,RTE017,HUB006,2023-03-27,18:24,19:17,3,43.3,0.09,3,0,,전성국,COMPLETED
DLV0002026,VHC015,RTE007,HUB005,2023-03-27,09:01,10:12,61,1000.0,4.45,58,3,반송요청,양상현,PARTIAL
DLV0002027,VHC022,RTE011,HUB001,2023-03-27,07:53,08:59,3,50.0,0.1,3,0,,전성국,COMPLETED
DLV0002028,VHC010,RTE019,HUB007,2023-03-27,09:26,10:06,713,11000.0,45.01,661,52,반송요청,백승재,PARTIAL
DLV0002029,VHC002,RTE003,HUB001,2023-03-27,22:12,02:55,321,4165.7,21.58,301,20,수취인부재,권태양,PARTIAL
DLV0002030,VHC018,RTE003,HUB001,2023-03-28,23:09,03:38,289,4000.0,17.23,279,10,수취인부재,유재석,PARTIAL
DLV0002031,VHC007,RTE008,HUB004,2023-03-28,08:39,10:12,726,10715.4,52.0,704,22,반송요청,류한수,PARTIAL
DLV0002032,VHC011,RTE006,HUB003,2023-03-28,06:43,08:46,52,862.9,3.76,49,3,주소불명,서준영,PARTIAL
DLV0002033,VHC011,RTE001,HUB001,2023-03-28,21:24,02:39,55,784.4,3.4,51,4,반송요청,서준영,PARTIAL
DLV0002034,VHC012,RTE019,HUB007,2023-03-28,11:14,12:11,65,784.6,3.18,62,3,주소불명,성동일,PARTIAL
DLV0002035,VHC010,RTE008,HUB004,2023-03-28,09:46,11:20,842,11000.0,52.0,788,54,수취인부재,백승재,PARTIAL
DLV0002036,VHC018,RTE001,HUB001,2023-03-28,22:56,04:39,254,3634.9,16.0,238,16,수취인부재,유재석,PARTIAL
DLV0002037,VHC002,RTE004,HUB001,2023-03-28,23:32,01:14,317,5000.0,25.0,299,18,주소불명,권태양,PARTIAL
DLV0002038,VHC016,RTE002,HUB001,2023-03-28,21:28,00:50,221,2735.0,11.94,213,8,배송불가지역,오영택,PARTIAL
DLV0002039,VHC018,RTE019,HUB007,2023-03-28,10:25,11:03,211,3355.9,15.45,196,15,반송요청,유재석,PARTIAL
DLV0002040,VHC015,RTE019,HUB007,2023-03-28,09:42,10:36,57,986.3,4.04,55,2,배송불가지역,양상현,PARTIAL
DLV0002041,VHC018,RTE017,HUB006,2023-03-28,20:05,21:16,288,4000.0,18.0,277,11,반송요청,유재석,PARTIAL
DLV0002042,VHC015,RTE004,HUB001,2023-03-28,22:25,00:37,73,1000.0,4.17,71,2,반송요청,양상현,PARTIAL
DLV0002043,VHC018,RTE005,HUB002,2023-03-28,09:12,10:41,310,4000.0,15.73,300,10,주소불명,유재석,PARTIAL
DLV0002044,VHC010,RTE009,HUB001,2023-03-28,08:33,09:50,644,10845.4,47.49,604,40,배송불가지역,백승재,PARTIAL
DLV0002045,VHC001,RTE003,HUB001,2023-03-28,22:10,02:42,287,4712.6,21.42,269,18,주소불명,강민호,PARTIAL
DLV0002046,VHC015,RTE001,HUB001,2023-03-28,21:00,03:01,69,1000.0,3.97,67,2,배송불가지역,양상현,PARTIAL
DLV0002047,VHC020,RTE015,HUB008,2023-03-28,12:41,14:23,3,50.0,0.1,3,0,,임현우,COMPLETED
DLV0002048,VHC011,RTE008,HUB004,2023-03-28,08:22,10:15,63,811.2,3.66,59,4,수취인부재,서준영,PARTIAL
DLV0002049,VHC010,RTE017,HUB006,2023-03-28,18:15,19:41,823,11000.0,52.0,766,57,배송불가지역,백승재,PARTIAL
DLV0002050,VHC018,RTE019,HUB007,2023-03-29,10:33,11:53,225,3187.2,14.25,214,11,반송요청,유재석,PARTIAL
DLV0002051,VHC014,RTE014,HUB006,2023-03-29,12:51,15:02,56,746.5,2.94,54,2,반송요청,안재원,PARTIAL
DLV0002052,VHC018,RTE014,HUB006,2023-03-29,10:08,12:29,242,3016.3,12.55,231,11,반송요청,유재석,PARTIAL
DLV0002053,VHC006,RTE017,HUB006,2023-03-29,21:26,23:00,701,9110.8,40.15,659,42,수취인부재,노재현,PARTIAL
DLV0002054,VHC020,RTE014,HUB006,2023-03-29,13:42,15:43,2,49.8,0.09,2,0,,임현우,COMPLETED
DLV0002055,VHC025,RTE019,HUB007,2023-03-29,13:32,14:28,29,414.4,1.99,28,1,반송요청,최성훈,PARTIAL
DLV0002056,VHC021,RTE006,HUB003,2023-03-29,08:33,10:13,3,50.0,0.09,3,0,,장민수,COMPLETED
DLV0002057,VHC010,RTE008,HUB004,2023-03-29,07:08,08:21,603,7972.2,36.01,580,23,수취인부재,백승재,PARTIAL
DLV0002058,VHC003,RTE010,HUB001,2023-03-29,07:53,08:57,305,4855.7,23.83,289,16,반송요청,김도현,PARTIAL
DLV0002059,VHC003,RTE010,HUB001,2023-03-29,07:19,07:54,372,5000.0,25.0,345,27,수취인부재,김도현,PARTIAL
DLV0002060,VHC020,RTE016,HUB002,2023-03-29,18:37,00:42,3,50.0,0.1,3,0,,임현우,COMPLETED
DLV0002061,VHC012,RTE013,HUB007,2023-03-29,09:21,10:53,61,1000.0,4.43,58,3,배송불가지역,성동일,PARTIAL
DLV0002062,VHC005,RTE002,HUB001,2023-03-29,22:27,02:22,338,4538.4,23.06,328,10,반송요청,나성식,PARTIAL
DLV0002063,VHC021,RTE009,HUB001,2023-03-29,10:58,12:12,3,50.0,0.09,3,0,,장민수,COMPLETED
DLV0002064,VHC022,RTE012,HUB007,2023-03-29,11:15,12:27,3,41.1,0.07,3,0,,전성국,COMPLETED
DLV0002065,VHC021,RTE014,HUB006,2023-03-29,12:09,14:14,3,50.0,0.09,3,0,,장민수,COMPLETED
DLV0002066,VHC025,RTE010,HUB001,2023-03-29,08:07,08:48,38,468.2,2.11,36,2,반송요청,최성훈,PARTIAL
DLV0002067,VHC003,RTE007,HUB005,2023-03-29,09:31,10:59,333,5000.0,25.0,322,11,수취인부재,김도현,PARTIAL
DLV0002068,VHC003,RTE016,HUB002,2023-03-29,18:09,00:35,410,5000.0,22.38,396,14,주소불명,김도현,PARTIAL
DLV0002069,VHC025,RTE003,HUB001,2023-03-29,22:46,03:13,34,500.0,2.22,33,1,주소불명,최성훈,PARTIAL
DLV0002070,VHC011,RTE009,HUB001,2023-03-29,09:01,10:22,77,1000.0,4.37,72,5,반송요청,서준영,PARTIAL
DLV0002071,VHC015,RTE005,HUB002,2023-03-29,09:26,10:49,75,1000.0,3.88,70,5,수취인부재,양상현,PARTIAL
DLV0002072,VHC021,RTE003,HUB001,2023-03-29,22:05,02:29,3,50.0,0.1,3,0,,장민수,COMPLETED
DLV0002073,VHC019,RTE012,HUB007,2023-03-30,13:52,15:46,2,38.4,0.07,2,0,,이준기,COMPLETED
DLV0002074,VHC018,RTE001,HUB001,2023-03-30,22:57,04:23,249,3813.5,14.86,233,16,수취인부재,유재석,PARTIAL
DLV0002075,VHC024,RTE013,HUB007,2023-03-30,12:52,13:48,36,487.7,2.4,34,2,수취인부재,조현우,PARTIAL
DLV0002076,VHC001,RTE008,HUB004,2023-03-30,06:34,07:46,395,5000.0,24.83,377,18,배송불가지역,강민호,PARTIAL
DLV0002077,VHC008,RTE019,HUB007,2023-03-30,12:49,14:09,621,7766.9,35.17,582,39,반송요청,문준호,PARTIAL
DLV0002078,VHC025,RTE002,HUB001,2023-03-30,23:44,03:31,29,421.5,2.14,28,1,배송불가지역,최성훈,PARTIAL
DLV0002079,VHC019,RTE019,HUB007,2023-03-30,09:57,11:04,2,37.6,0.07,2,0,,이준기,COMPLETED
DLV0002080,VHC024,RTE007,HUB005,2023-03-30,06:59,08:46,39,500.0,2.3,38,1,주소불명,조현우,PARTIAL
DLV0002081,VHC011,RTE009,HUB001,2023-03-30,09:02,10:24,77,1000.0,4.28,75,2,반송요청,서준영,PARTIAL
DLV0002082,VHC019,RTE016,HUB002,2023-03-30,18:38,00:25,4,50.0,0.09,4,0,,이준기,COMPLETED
DLV0002083,VHC025,RTE010,HUB001,2023-03-30,09:24,10:06,39,488.1,2.17,37,2,주소불명,최성훈,PARTIAL
DLV0002084,VHC010,RTE019,HUB007,2023-03-30,09:07,09:58,684,8412.7,35.1,650,34,주소불명,백승재,PARTIAL
DLV0002085,VHC011,RTE015,HUB008,2023-03-30,13:57,15:39,76,1000.0,3.97,74,2,주소불명,서준영,PARTIAL
DLV0002086,VHC017,RTE009,HUB001,2023-03-30,10:43,11:54,252,3446.3,14.67,236,16,수취인부재,우성진,PARTIAL
DLV0002087,VHC022,RTE007,HUB005,2023-03-30,10:36,11:43,2,44.9,0.08,2,0,,전성국,COMPLETED
DLV0002088,VHC010,RTE014,HUB006,2023-03-30,10:15,12:25,864,11000.0,48.23,821,43,반송요청,백승재,PARTIAL
DLV0002089,VHC014,RTE001,HUB001,2023-03-30,21:08,03:03,63,1000.0,3.95,60,3,배송불가지역,안재원,PARTIAL
DLV0002090,VHC016,RTE001,HUB001,2023-03-30,22:15,,234,3356.2,14.05,224,10,수취인부재,오영택,IN_TRANSIT
DLV0002091,VHC014,RTE008,HUB004,2023-03-30,09:17,11:02,65,785.2,3.03,61,4,수취인부재,안재원,PARTIAL
DLV0002092,VHC020,RTE004,HUB001,2023-03-30,21:03,22:57,2,34.8,0.06,2,0,,임현우,COMPLETED
DLV0002093,VHC005,RTE012,HUB007,2023-03-31,11:36,13:20,280,4390.0,20.15,262,18,반송요청,나성식,PARTIAL
DLV0002094,VHC008,RTE004,HUB001,2023-03-31,21:08,23:15,763,11000.0,52.0,739,24,반송요청,문준호,PARTIAL
DLV0002095,VHC017,RTE010,HUB001,2023-03-31,06:20,07:14,288,3905.2,15.9,271,17,주소불명,우성진,PARTIAL
DLV0002096,VHC021,RTE010,HUB001,2023-03-31,10:01,10:31,3,50.0,0.09,3,0,,장민수,COMPLETED
DLV0002097,VHC019,RTE013,HUB007,2023-03-31,11:48,13:34,3,44.1,0.08,3,0,,이준기,COMPLETED
DLV0002098,VHC006,RTE006,HUB003,2023-03-31,06:20,07:52,771,11000.0,45.75,729,42,반송요청,노재현,PARTIAL
DLV0002099,VHC008,RTE014,HUB006,2023-03-31,12:00,14:16,606,8802.3,36.53,572,34,수취인부재,문준호,PARTIAL
DLV0002100,VHC005,RTE014,HUB006,2023-03-31,11:32,13:05,396,5000.0,21.91,378,18,수취인부재,나성식,PARTIAL
DLV0002101,VHC007,RTE001,HUB001,2023-03-31,22:51,04:25,594,7957.7,37.44,548,46,반송요청,류한수,PARTIAL
DLV0002102,VHC013,RTE017,HUB006,2023-03-31,19:15,20:13,65,808.4,3.19,63,2,수취인부재,송경훈,PARTIAL
DLV0002103,VHC020,RTE009,HUB001,2023-03-31,07:06,07:53,2,38.3,0.07,2,0,,임현우,COMPLETED
DLV0002104,VHC016,RTE002,HUB001,2023-03-31,22:47,02:44,246,3642.3,15.81,230,16,반송요청,오영택,PARTIAL
DLV0002105,VHC014,RTE007,HUB005,2023-03-31,10:31,12:01,65,931.9,3.67,63,2,배송불가지역,안재원,PARTIAL
DLV0002106,VHC016,RTE013,HUB007,2023-03-31,10:47,12:26,274,3303.7,14.68,266,8,주소불명,오영택,PARTIAL
DLV0002107,VHC025,RTE003,HUB001,2023-03-31,21:01,01:36,34,460.8,1.96,32,2,주소불명,최성훈,PARTIAL
DLV0002108,VHC007,RTE007,HUB005,2023-04-01,07:13,08:53,658,8466.3,39.67,616,42,주소불명,류한수,PARTIAL
DLV0002109,VHC011,RTE009,HUB001,2023-04-01,09:59,11:21,40,704.5,3.28,39,1,주소불명,서준영,PARTIAL
DLV0002110,VHC014,RTE006,HUB003,2023-04-01,07:46,09:16,46,673.6,3.13,44,2,주소불명,안재원,PARTIAL
DLV0002111,VHC005,RTE002,HUB001,2023-04-01,21:27,00:51,215,3480.2,14.87,208,7,수취인부재,나성식,PARTIAL
DLV0002112,VHC006,RTE017,HUB006,2023-04-01,22:37,00:07,511,6563.5,32.34,484,27,수취인부재,노재현,PARTIAL
DLV0002113,VHC001,RTE016,HUB002,2023-04-01,19:57,02:28,238,3323.7,14.41,221,17,배송불가지역,강민호,PARTIAL
DLV0002114,VHC016,RTE011,HUB001,2023-04-01,06:01,,200,3239.5,14.21,192,8,주소불명,오영택,IN_TRANSIT
DLV0002115,VHC014,RTE010,HUB001,2023-04-01,07:58,08:46,62,836.4,3.32,58,4,반송요청,안재원,PARTIAL
DLV0002116,VHC016,RTE007,HUB005,2023-04-01,09:25,10:58,179,2229.2,10.31,170,9,수취인부재,오영택,PARTIAL
DLV0002117,VHC001,RTE015,HUB008,2023-04-01,11:39,13:54,200,3076.4,13.24,191,9,수취인부재,강민호,PARTIAL
DLV0002118,VHC011,RTE005,HUB002,2023-04-01,06:08,07:04,54,684.3,3.12,51,3,배송불가지역,서준영,PARTIAL
DLV0002119,VHC023,RTE014,HUB006,2023-04-01,10:23,11:53,25,422.4,2.01,24,1,반송요청,정도영,PARTIAL
DLV0002120,VHC015,RTE006,HUB003,2023-04-01,09:56,11:22,40,493.5,2.2,39,1,배송불가지역,양상현,PARTIAL
DLV0002121,VHC015,RTE003,HUB001,2023-04-01,21:33,02:37,46,684.4,2.81,44,2,주소불명,양상현,PARTIAL
DLV0002122,VHC024,RTE016,HUB002,2023-04-01,20:38,02:47,28,489.4,2.43,26,2,수취인부재,조현우,PARTIAL
DLV0002123,VHC002,RTE011,HUB001,2023-04-01,07:52,09:21,294,3564.6,16.16,275,19,주소불명,권태양,PARTIAL
DLV0002124,VHC011,RTE007,HUB005,2023-04-01,06:08,07:40,42,707.9,3.33,41,1,반송요청,서준영,PARTIAL
DLV0002125,VHC020,RTE019,HUB007,2023-04-01,13:18,14:06,2,36.6,0.07,2,0,,임현우,COMPLETED
DLV0002126,VHC010,RTE001,HUB001,2023-04-01,21:58,03:41,441,5486.4,25.6,419,22,주소불명,백승재,PARTIAL
DLV0002127,VHC018,RTE010,HUB001,2023-04-01,08:25,09:29,247,3417.7,15.62,229,18,주소불명,유재석,PARTIAL
DLV0002128,VHC024,RTE016,HUB002,2023-04-01,19:13,01:29,20,312.9,1.49,20,0,,조현우,COMPLETED
DLV0002129,VHC022,RTE016,HUB002,2023-04-01,21:33,,2,33.0,0.07,2,0,,전성국,IN_TRANSIT
DLV0002130,VHC025,RTE007,HUB005,2023-04-02,10:38,12:18,28,380.8,1.86,27,1,반송요청,최성훈,PARTIAL
DLV0002131,VHC010,RTE013,HUB007,2023-04-02,13:49,14:53,446,7174.8,32.33,418,28,배송불가지역,백승재,PARTIAL
DLV0002132,VHC023,RTE019,HUB007,2023-04-02,10:25,10:57,22,274.3,1.34,21,1,주소불명,정도영,PARTIAL
DLV0002133,VHC019,RTE002,HUB001,2023-04-02,21:06,00:37,2,34.3,0.06,2,0,,이준기,COMPLETED
DLV0002134,VHC012,RTE015,HUB008,2023-04-02,11:20,13:21,55,808.1,3.29,52,3,반송요청,성동일,PARTIAL
DLV0002135,VHC017,RTE012,HUB007,2023-04-02,09:03,10:39,169,3013.3,12.22,161,8,수취인부재,우성진,PARTIAL
DLV0002136,VHC018,RTE014,HUB006,2023-04-02,12:24,14:11,235,4000.0,16.35,228,7,수취인부재,유재석,PARTIAL
DLV0002137,VHC005,RTE006,HUB003,2023-04-02,08:00,09:57,304,5000.0,22.55,284,20,반송요청,나성식,PARTIAL
DLV0002138,VHC007,RTE007,HUB005,2023-04-02,08:52,09:48,575,10061.8,49.93,558,17,주소불명,류한수,PARTIAL
DLV0002139,VHC003,RTE015,HUB008,2023-04-02,11:09,13:18,202,2725.4,12.11,188,14,배송불가지역,김도현,PARTIAL
DLV0002140,VHC015,RTE002,HUB001,2023-04-02,21:38,01:05,44,739.2,3.05,43,1,주소불명,양상현,PARTIAL
DLV0002141,VHC003,RTE007,HUB005,2023-04-02,10:30,12:10,231,3579.8,17.3,220,11,수취인부재,김도현,PARTIAL
DLV0002142,VHC020,RTE016,HUB002,2023-04-02,18:13,00:27,2,29.4,0.06,2,0,,임현우,COMPLETED
DLV0002143,VHC018,RTE001,HUB001,2023-04-02,23:31,05:10,187,3285.5,13.94,179,8,반송요청,유재석,PARTIAL
DLV0002144,VHC001,RTE011,HUB001,2023-04-02,08:37,10:00,258,4087.5,18.28,248,10,수취인부재,강민호,PARTIAL
DLV0002145,VHC002,RTE005,HUB002,2023-04-02,07:41,09:09,276,4038.7,17.85,260,16,배송불가지역,권태양,PARTIAL
DLV0002146,VHC008,RTE003,HUB001,2023-04-02,23:53,04:30,530,8059.0,39.81,511,19,배송불가지역,문준호,PARTIAL
DLV0002147,VHC005,RTE002,HUB001,2023-04-03,23:27,03:11,294,4529.5,21.24,279,15,배송불가지역,나성식,PARTIAL
DLV0002148,VHC004,RTE010,HUB001,2023-04-03,07:00,08:04,270,4699.0,23.44,249,21,주소불명,김민재,PARTIAL
DLV0002149,VHC005,RTE011,HUB001,2023-04-03,06:36,07:31,379,5000.0,23.23,358,21,배송불가지역,나성식,PARTIAL
DLV0002150,VHC008,RTE006,HUB003,2023-04-03,10:48,12:24,896,11000.0,51.86,853,43,반송요청,문준호,PARTIAL
DLV0002151,VHC017,RTE010,HUB001,2023-04-03,09:25,10:20,320,4000.0,18.0,304,16,수취인부재,우성진,PARTIAL
DLV0002152,VHC023,RTE003,HUB001,2023-04-03,22:34,03:01,31,500.0,2.39,29,2,수취인부재,정도영,PARTIAL
DLV0002153,VHC005,RTE013,HUB007,2023-04-03,12:59,14:00,384,5000.0,24.07,365,19,수취인부재,나성식,PARTIAL
DLV0002154,VHC025,RTE005,HUB002,2023-04-03,07:56,09:03,29,435.4,2.05,28,1,수취인부재,최성훈,PARTIAL
DLV0002155,VHC020,RTE002,HUB001,2023-04-03,22:55,02:36,2,44.8,0.09,2,0,,임현우,COMPLETED
DLV0002156,VHC022,RTE015,HUB008,2023-04-03,12:37,14:33,2,46.5,0.08,2,0,,전성국,COMPLETED
DLV0002157,VHC022,RTE015,HUB008,2023-04-03,13:34,15:18,3,45.0,0.08,3,0,,전성국,COMPLETED
DLV0002158,VHC016,RTE007,HUB005,2023-04-03,10:37,11:58,264,3274.9,14.25,252,12,수취인부재,오영택,PARTIAL
DLV0002159,VHC021,RTE013,HUB007,2023-04-03,13:28,14:50,2,48.4,0.09,2,0,,장민수,COMPLETED
DLV0002160,VHC005,RTE001,HUB001,2023-04-03,21:07,03:01,363,5000.0,22.0,342,21,수취인부재,나성식,PARTIAL
DLV0002161,VHC021,RTE001,HUB001,2023-04-03,23:06,04:48,3,49.8,0.09,3,0,,장민수,COMPLETED
DLV0002162,VHC019,RTE017,HUB006,2023-04-03,19:52,21:09,3,50.0,0.1,3,0,,이준기,COMPLETED
DLV0002163,VHC017,RTE001,HUB001,2023-04-03,21:03,02:22,319,4000.0,18.0,295,24,수취인부재,우성진,PARTIAL
DLV0002164,VHC017,RTE005,HUB002,2023-04-03,08:57,10:14,279,3595.8,15.54,259,20,주소불명,우성진,PARTIAL
DLV0002165,VHC015,RTE010,HUB001,2023-04-03,09:31,10:22,70,1000.0,3.87,66,4,수취인부재,양상현,PARTIAL
DLV0002166,VHC015,RTE017,HUB006,2023-04-03,21:00,22:05,75,1000.0,4.5,73,2,배송불가지역,양상현,PARTIAL
DLV0002167,VHC025,RTE004,HUB001,2023-04-03,22:21,00:05,37,500.0,2.45,35,2,수취인부재,최성훈,PARTIAL
DLV0002168,VHC012,RTE015,HUB008,2023-04-03,13:38,15:59,72,884.3,3.48,70,2,반송요청,성동일,PARTIAL
DLV0002169,VHC018,RTE009,HUB001,2023-04-03,06:04,06:50,294,4000.0,15.46,280,14,주소불명,유재석,PARTIAL
DLV0002170,VHC017,RTE002,HUB001,2023-04-03,21:12,01:17,287,4000.0,18.0,265,22,배송불가지역,우성진,PARTIAL
DLV0002171,VHC012,RTE013,HUB007,2023-04-04,12:39,13:35,76,1000.0,4.37,71,5,반송요청,성동일,PARTIAL
DLV0002172,VHC005,RTE008,HUB004,2023-04-04,10:18,12:22,356,4930.5,24.79,341,15,반송요청,나성식,PARTIAL
DLV0002173,VHC020,RTE010,HUB001,2023-04-04,09:19,09:46,2,43.7,0.08,2,0,,임현우,COMPLETED
DLV0002174,VHC007,RTE005,HUB002,2023-04-04,06:22,07:30,776,11000.0,52.0,734,42,주소불명,류한수,PARTIAL
DLV0002175,VHC016,RTE006,HUB003,2023-04-04,10:25,12:18,280,4000.0,15.83,266,14,수취인부재,오영택,PARTIAL
DLV0002176,VHC007,RTE002,HUB001,2023-04-04,23:10,02:34,617,10486.6,45.42,588,29,배송불가지역,류한수,PARTIAL
DLV0002177,VHC006,RTE010,HUB001,2023-04-04,08:34,09:21,602,10313.8,48.62,582,20,배송불가지역,노재현,PARTIAL
DLV0002178,VHC014,RTE001,HUB001,2023-04-04,23:16,05:07,80,1000.0,4.09,75,5,반송요청,안재원,PARTIAL
DLV0002179,VHC013,RTE012,HUB007,2023-04-04,12:04,13:34,68,1000.0,4.5,65,3,수취인부재,송경훈,PARTIAL
DLV0002180,VHC006,RTE006,HUB003,2023-04-04,06:14,07:42,597,9554.6,42.05,563,34,배송불가지역,노재현,PARTIAL
DLV0002181,VHC010,RTE016,HUB002,2023-04-04,21:51,03:34,700,11000.0,51.53,671,29,주소불명,백승재,PARTIAL
DLV0002182,VHC005,RTE005,HUB002,2023-04-04,06:51,08:24,341,4686.6,22.9,327,14,주소불명,나성식,PARTIAL
DLV0002183,VHC022,RTE012,HUB007,2023-04-04,12:45,14:03,4,50.0,0.1,4,0,,전성국,COMPLETED
DLV0002184,VHC007,RTE014,HUB006,2023-04-04,12:27,13:57,697,10298.6,47.22,663,34,반송요청,류한수,PARTIAL
DLV0002185,VHC012,RTE013,HUB007,2023-04-04,10:08,11:54,79,1000.0,4.5,73,6,주소불명,성동일,PARTIAL
DLV0002186,VHC010,RTE019,HUB007,2023-04-04,13:14,14:10,585,10181.6,42.92,555,30,반송요청,백승재,PARTIAL
DLV0002187,VHC021,RTE001,HUB001,2023-04-04,23:19,04:52,2,47.1,0.09,2,0,,장민수,COMPLETED
DLV0002188,VHC010,RTE010,HUB001,2023-04-04,09:19,10:32,580,7544.1,32.06,538,42,수취인부재,백승재,PARTIAL
DLV0002189,VHC011,RTE005,HUB002,2023-04-05,09:48,10:41,78,1000.0,3.87,74,4,주소불명,서준영,PARTIAL
DLV0002190,VHC020,RTE012,HUB007,2023-04-05,11:37,13:23,3,50.0,0.1,3,0,,임현우,COMPLETED
DLV0002191,VHC017,RTE015,HUB008,2023-04-05,09:13,11:47,253,4000.0,18.0,242,11,수취인부재,우성진,PARTIAL
DLV0002192,VHC019,RTE011,HUB001,2023-04-05,07:53,09:27,2,34.0,0.07,2,0,,이준기,COMPLETED
DLV0002193,VHC011,RTE009,HUB001,2023-04-05,10:00,11:10,78,1000.0,3.95,74,4,주소불명,서준영,PARTIAL
DLV0002194,VHC008,RTE003,HUB001,2023-04-05,22:43,03:26,656,9298.1,40.68,613,43,수취인부재,문준호,PARTIAL
DLV0002195,VHC007,RTE005,HUB002,2023-04-05,10:52,11:37,691,8770.6,41.02,650,41,반송요청,류한수,PARTIAL
DLV0002196,VHC024,RTE001,HUB001,2023-04-05,22:06,03:20,30,471.0,2.14,29,1,반송요청,조현우,PARTIAL
DLV0002197,VHC018,RTE012,HUB007,2023-04-05,09:19,10:35,268,3323.4,14.87,253,15,주소불명,유재석,PARTIAL
DLV0002198,VHC003,RTE003,HUB001,2023-04-05,21:31,01:47,297,4349.6,20.81,286,11,수취인부재,김도현,PARTIAL
DLV0002199,VHC016,RTE004,HUB001,2023-04-05,21:21,23:48,213,3422.1,15.03,204,9,배송불가지역,오영택,PARTIAL
DLV0002200,VHC015,RTE019,HUB007,2023-04-05,10:59,11:32,71,862.2,3.97,66,5,주소불명,양상현,PARTIAL
DLV0002201,VHC010,RTE006,HUB003,2023-04-05,06:11,07:46,807,10644.6,46.84,781,26,주소불명,백승재,PARTIAL
DLV0002202,VHC012,RTE011,HUB001,2023-04-05,08:47,09:44,79,964.2,3.97,74,5,주소불명,성동일,PARTIAL
DLV0002203,VHC005,RTE001,HUB001,2023-04-05,23:37,04:50,321,4780.7,20.81,311,10,배송불가지역,나성식,PARTIAL
DLV0002204,VHC014,RTE014,HUB006,2023-04-05,10:17,,79,1000.0,4.49,77,2,주소불명,안재원,IN_TRANSIT
DLV0002205,VHC012,RTE008,HUB004,2023-04-05,09:08,10:25,78,1000.0,3.99,75,3,배송불가지역,성동일,PARTIAL
DLV0002206,VHC023,RTE002,HUB001,2023-04-05,21:36,01:00,38,493.3,2.2,36,2,주소불명,정도영,PARTIAL
DLV0002207,VHC006,RTE012,HUB007,2023-04-05,10:46,12:16,632,9028.7,44.58,588,44,주소불명,노재현,PARTIAL
DLV0002208,VHC015,RTE010,HUB001,2023-04-05,10:28,10:52,62,826.0,3.3,59,3,배송불가지역,양상현,PARTIAL
